1,lateralorbitofrontal_1
2,lateralorbitofrontal_2
3,lateralorbitofrontal_3
4,lateralorbitofrontal_4
5,parsorbitalis_1
6,frontalpole_1
7,medialorbitofrontal_1
8,medialorbitofrontal_2
9,medialorbitofrontal_3
10,parstriangularis_1
11,parstriangularis_2
12,parsopercularis_1
13,parsopercularis_2
14,rostralmiddlefrontal_1
15,rostralmiddlefrontal_2
16,rostralmiddlefrontal_3
17,rostralmiddlefrontal_4 
18,rostralmiddlefrontal_5 
19,rostralmiddlefrontal_6
20,superiorfrontal_1
21,superiorfrontal_2
22,superiorfrontal_3
23,superiorfrontal_4
24,superiorfrontal_5
25,superiorfrontal_6
26,superiorfrontal_7
27,superiorfrontal_8
28,caudalmiddlefrontal_1
29,caudalmiddlefrontal_2
30,caudalmiddlefrontal_3
31,precentral_1
32,precentral_2
33,precentral_3
34,precentral_4
35,precentral_5
36,precentral_6
37,paracentral_1
38,paracentral_2
39,paracentral_3
40,rostralanteriorcingulate_1
41,caudalanteriorcingulate_1
42,posteriorcingulate_1
43,posteriorcingulate_2
44,isthmuscingulate_1
45,postcentral_1
46,postcentral_2
47,postcentral_3
48,postcentral_4
49,postcentral_5
50,supramarginal_1
51,supramarginal_2
52,supramarginal_3
53,supramarginal_4
54,superiorparietal_1
55,superiorparietal_2
56,superiorparietal_3
57,superiorparietal_4
58,superiorparietal_5
59,superiorparietal_6
60,superiorparietal_7
61,inferiorparietal_1
62,inferiorparietal_2
63,inferiorparietal_3
64,inferiorparietal_4
65,inferiorparietal_5
66,inferiorparietal_6
67,precuneus_1
68,precuneus_2
69,precuneus_3
70,precuneus_4
71,precuneus_5
72,cuneus_1
73,cuneus_2
74,pericalcarine_1
75,pericalcarine_2
76,lateraloccipital_1
77,lateraloccipital_2
78,lateraloccipital_3
79,lateraloccipital_4
80,lateraloccipital_5
81,lingual_1
82,lingual_2
83,lingual_3
84,fusiform_1
85,fusiform_2
86,fusiform_3
87,fusiform_4
88,parahippocampal_1
89,entorhinal_1
90,temporalpole_1
91,inferiortemporal_1
92,inferiortemporal_2
93,inferiortemporal_3
94,inferiortemporal_4
95,middletemporal_1
96,middletemporal_2
97,middletemporal_3
98,middletemporal_4
99,bankssts_1
100,superiortemporal_1
101,superiortemporal_2
102,superiortemporal_3
103,superiortemporal_4
104,superiortemporal_5
105,transversetemporal_1
106,insula_1
107,insula_2
108,insula_3
109,thalamusproper
110,caudate
111,putamen
112,pallidum
113,accumbensarea
114,hyppocampus
115,amygdala
116,lateralorbitofrontal_1
117,lateralorbitofrontal_2
118,lateralorbitofrontal_3
119,lateralorbitofrontal_4
120,parsorbitalis_1
121,frontalpole_1
122,medialorbitofrontal_1
123,medialorbitofrontal_2
124,parstriangularis_1
125,parsopercularis_1
126,parsopercularis_2
127,rostralmiddlefrontal_1
128,rostralmiddlefrontal_2
129,rostralmiddlefrontal_3
130,rostralmiddlefrontal_4 
131,rostralmiddlefrontal_5 
132,rostralmiddlefrontal_6
133,superiorfrontal_1
134,superiorfrontal_2
135,superiorfrontal_3
136,superiorfrontal_4
137,superiorfrontal_5
138,superiorfrontal_6
139,superiorfrontal_7
140,superiorfrontal_8
141,superiorfrontal_9
142,caudalmiddlefrontal_1
143,caudalmiddlefrontal_2
144,caudalmiddlefrontal_3
145,precentral_1
146,precentral_2
147,precentral_3
148,precentral_4
149,precentral_5
150,precentral_6
151,precentral_7
152,precentral_8
153,paracentral_1
154,paracentral_2
155,rostralanteriorcingulate_1
156,caudalanteriorcingulate_1
157,posteriorcingulate_1
158,posteriorcingulate_2
159,isthmuscingulate_1
160,postcentral_1
161,postcentral_2
162,postcentral_3
163,postcentral_4
164,postcentral_5
165,postcentral_6
166,postcentral_7
167,supramarginal_1
168,supramarginal_2
169,supramarginal_3
170,supramarginal_4
171,supramarginal_5
172,superiorparietal_1
173,superiorparietal_2
174,superiorparietal_3
175,superiorparietal_4
176,superiorparietal_5
177,superiorparietal_6
178,superiorparietal_7
179,inferiorparietal_1
180,inferiorparietal_2
181,inferiorparietal_3
182,inferiorparietal_4
183,inferiorparietal_5
184,precuneus_1
185,precuneus_2
186,precuneus_3
187,precuneus_4
188,precuneus_5
189,cuneus_1
190,pericalcarine_1
191,lateraloccipital_1
192,lateraloccipital_2
193,lateraloccipital_3
194,lateraloccipital_4
195,lateraloccipital_5
196,lingual_1
197,lingual_2
198,lingual_3
199,lingual_4
200,fusiform_1
201,fusiform_2
202,fusiform_3
203,fusiform_4
204,parahippocampal_1
205,entorhinal_1
206,temporalpole_1
207,inferiortemporal_1
208,inferiortemporal_2
209,inferiortemporal_3
210,inferiortemporal_4
211,middletemporal_1
212,middletemporal_2
213,middletemporal_3
214,middletemporal_4
215,bankssts_1
216,bankssts_2
217,superiortemporal_1
218,superiortemporal_2
219,superiortemporal_3
220,superiortemporal_4
221,superiortemporal_5
222,transversetemporal_1
223,insula_1
224,insula_2
225,insula_3
226,insula_4
227,thalamusproper
228,caudate
229,putamen
230,pallidum
231,accumbensarea
232,hyppocampus
233,amygdala
234,brainstem
