0,-0.281,0.62141,0.45344,0.624,0,0.48457,0.23404,0,0,0,-3.1038e-16,0,0,0,0,0,0,0.99944,0,0,-0.13539,0.59143,0.22964,-1.5513e-16,0,0.99893,0.36104,-0.11111,-0.17938,2.0447e-16,0.54894,0,0.23441,-3.7295e-16,-0.020482,0.92978,1.9626e-16,0.22359,-0.1579,-0.10652,0,0,0,0,0,0,1.6751e-16,0.80512,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-8.0559e-17,0,0,0,0,0
-0.281,0,-0.039524,0.61711,0.60254,0.24049,0.12693,0.44251,0,0,0,-1.4186e-16,0,0,0,0,0,-2.6266e-16,0,0,0,-0.11063,0.41343,0.33239,0,0,0,0,-3.0047e-16,1.9187e-16,0,0.12836,0,0.35837,0.92805,0.21519,0.39772,0.069263,0,-2.296e-16,0,0,0,3.2302e-16,1.7445e-16,0,0,0.44381,0.60594,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.99666,0,0,0,0,0.58804
0.62141,-0.039524,0,0.38939,0.25801,0,0.09428,0.79227,0,0,0,0.31105,0,2.483e-16,0,0,0,0,0,2.0202e-16,0,0,0,0,0,0,0,0,-1.5656e-16,-2.3438e-16,0,-1.7033e-16,0,0.97794,0.43237,0.019264,0.348,0.97783,0,0,0,-0.11044,0,1.4254e-16,-0.09293,-5.2592e-16,0,0.6203,0.20041,0,0,0,-0.09032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.7418e-16,1.0638e-16,0,0,0,0,0
0.45344,0.61711,0.38939,0,0,0,0.15222,0.20806,0,0,0,0.075803,0.85539,0.22382,0,0,0,0,0,0.96164,0,0,0,0,0,0,0,0,0,-3.9036e-16,0,0,0,-0.077966,0,0.2647,0.62281,0,-0.3436,0,-2.1456e-16,0,0,1.7551e-16,0.33531,0,0,-0.033618,0.10884,0,0,0,-0.14484,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.058311,1.8264e-16,0,0.50428,0,0,0
0.624,0.60254,0.25801,0,0,0.84786,0.59083,0.87043,0.67434,-0.051488,0,0.70592,0.66685,0.98887,0,3.9999e-16,-0.035101,0,0.6157,0.21077,0,0,0.40252,0.78446,0,0,0,0,0,0.88915,0.83379,0.43877,0,0.56838,0.43977,0.71169,0.60196,0.46946,0,0,-1.9198e-16,0,0,-3.6806e-16,-0.11067,-0.036409,-1.0321e-16,0.18673,0.6788,0,0,0,0.17005,0.47907,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.9675e-16,0,2.0673e-16,1.7155e-16,0,-1.037e-16,0,0,8.5914e-17
0,0.24049,0,0,0.84786,0,0.45586,0.62846,0.7458,0.66114,0,0,0.051801,0,0,0.016769,0.61962,0.13942,0.21593,0,0,0,0,0,0,0,0,0,-0.079897,0.59768,-0.27935,0.19683,0,0.42667,-0.22725,0.52587,0.41836,9.7274e-17,0,0,0,0,0,0,0,0,0,0,-0.053659,0,0,0,0,0.52369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.7499e-17,0.83551,-0.21079,0,0,0,0,2.304e-16
0.48457,0.12693,0.09428,0.15222,0.59083,0.45586,0,0.25625,0.51114,0.71618,0,0.5547,0.061853,-0.022221,-1.8052e-16,-0.074839,0.72317,0.18619,0.57108,0,0,0,-0.047066,0,0,0,0,0,-0.00096012,0.44626,0.019873,0.44021,0,0.74929,0.38869,0.059573,0.53908,0.098253,-4.2416e-16,1.9296e-16,0,0,0,0,0.64495,0.30095,-3.7477e-16,0.92237,0.65581,-8.1558e-17,0,0,0.085675,0.21414,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.70749,-0.042941,2.5309e-16,0.52443,0,0,0,0,-0.096086
0.23404,0.44251,0.79227,0.20806,0.87043,0.62846,0.25625,0,0.7523,0.19683,0.64608,0.61415,0.78849,0.42185,0.47832,-0.23492,0.19303,-0.18789,-0.0070283,0.6861,0,0,1.6422e-16,0,0,0,0,0,0.2648,0.045441,0.28194,0.48033,0,0.59644,0.45559,0.6058,0.62936,0.47627,0.1965,-0.14618,0,1.6845e-16,-0.10184,-0.030697,0.5622,0.83616,0.32575,0.65571,0.84082,0.011928,0.75571,0.75241,0.61831,-0.0093016,0.57816,0.51906,4.7833e-16,0,-0.0594,0,0.97985,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.27308,0.33568,0.43834,0.1872,0.90122,0.81194,0,0,0.01306
0,0,0,0,0.67434,0.7458,0.51114,0.7523,0,0.79185,-0.16409,0,-0.039072,-1.8738e-16,0,0.49221,0.76222,-0.041752,0.5575,1.5474e-16,0,0,3.7683e-16,0,0,0,0,0,-0.013292,0.00997,0.45394,0.037674,-1.4186e-16,0.41723,0.55773,0.1146,0.67803,-0.27042,0,0,0,0,0,0,0,0,1.7061e-16,0,0.76036,-0.083833,0,0,0,0,0,0,0,0,-0.10471,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0030301,-0.1044,-0.15517,0,0,0,0,0.28546
0,0,0,0,-0.051488,0.66114,0.71618,0.19683,0.79185,0,0.64774,0,-0.081306,0.60162,0,0.63337,0.27565,0.58989,0.63795,-0.057354,0,0,1.4349e-16,-2.1533e-16,0,0,0,0,0.16342,0.2713,0.13726,0.13766,0,-0.074491,-0.047347,-0.063665,0.52248,-0.057512,1.6816e-16,0.21336,0.061638,0,0,0,0,0,0,0,0.51927,0,0.59019,0.86323,0,-0.044013,0.41362,0,0,0,-0.2146,1.7392e-16,0.33396,0,0,0,0,0,0,0,0,0,0,0,0,2.1562e-16,3.8019e-16,0.67656,0.12199,0.78328,0.84815,0,0,0,0.46259
0,0,0,0,0,0,0,0.64608,-0.16409,0.64774,0,0,-0.21984,0.37803,1.883e-16,0.60546,-2.8395e-16,0.56615,1.7828e-16,0.13427,0,0,0,0,0,0,0,0,-0.11071,-1.7555e-16,0,3.9999e-16,0,0.27908,0.80876,0.13268,0.77244,0.16029,0,0.53033,-3.7133e-16,0,0,0,0,0,0,0,0.79277,0,0.89413,0.6968,0,0,0.82866,0.45817,0.9464,0,0.34728,0,0.040503,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.10655,0.13548,0.26306,-1.7432e-16,0,0,0,0.96843
-3.1038e-16,-1.4186e-16,0.31105,0.075803,0.70592,0,0.5547,0.61415,0,0,0,0,0.81475,0.11752,0.1002,0,0,0,0,0.068237,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.107,-0.093326,1.5712e-16,0,0.4496,0,0,1.9056e-16,0,0,0.46733,1.5445e-16,0,0.21232,-0.083116,0,0,0,0.38071,-0.11011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.10296,8.9579e-17,0,0.62269,0,0,0
