0,0.0033178,0.001391,0.0016505,0.00032762,0,0.00016881,1.1773e-06,0,0,0,2.5585e-07,0,0,0,0,0,0,2.5386e-07,0,0,6.2489e-06,6.8781e-06,1.8245e-05,1.3365e-06,0,3.2943e-06,2.4624e-06,1.5229e-07,5.387e-07,2.5891e-07,7.6621e-05,0,0.001373,2.6406e-05,0.0015553,0.0077343,8.0925e-07,0.00066794,5.5178e-07,0.0001803,0,0,0,0,0,0,6.3207e-07,1.7267e-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.6429e-07,0,0,0,0,1.9936e-07
0.0033178,0,6.2096e-05,1.204e-05,0.0013818,3.0174e-05,0.00080105,3.0386e-05,0,0,0,1.4927e-06,0,0,0,0,0,7.5581e-08,6.9835e-07,0,0,1.2241e-06,5.3296e-06,1.9429e-06,0,0,0,0,5.2857e-07,1.3796e-07,0,6.22e-06,0,0.00074527,0.003289,0.00036369,0.0099205,0.0001228,0,3.6892e-06,1.1653e-06,0,0,3.9333e-06,4.552e-07,0,0,7.581e-06,5.2784e-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.8639e-07,0,0,0,0,3.4887e-06
0.001391,6.2096e-05,0,0.0014292,1.5542e-05,0,9.1506e-05,3.6517e-05,0,0,0,9.4298e-05,0,5.117e-06,0,0,0,0,0,1.3102e-07,0,0,0,0,0,0,0,0,6.763e-07,1.694e-07,0,1.1655e-07,0,2.1252e-05,8.0611e-05,0.0027074,0.00065201,4.9631e-05,1.3937e-05,0,2.0337e-06,8.0058e-07,0,9.1824e-05,1.9789e-05,4.0264e-06,0,6.6907e-06,2.2893e-05,0,0,0,1.5978e-05,5.9339e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.4192e-05,3.1434e-05,0,0,0,0,0
0.0016505,1.204e-05,0.0014292,0,2.9059e-07,0,4.5537e-05,9.9194e-05,0,0,0,0.00043627,0.00021901,2.8303e-05,0,0,0,0,0,6.4487e-06,0,0,0,5.6872e-08,0,0,0,0,0,1.0171e-07,0,0,0,2.1516e-05,0,0.0037462,0.00033285,0,0.0061359,0,4.9347e-07,2.3395e-06,0,9.2337e-06,0.0002127,0,0,1.5451e-05,4.3839e-06,0,0,0,2.9309e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.8569e-06,4.6377e-06,0,3.4047e-06,0,0,0
0.00032762,0.0013818,1.5542e-05,2.9059e-07,0,0.004871,0.0019769,0.0041964,0.0002422,1.4457e-05,0,8.9655e-05,0.0088961,3.5739e-05,4.7606e-07,1.1581e-07,9.8492e-05,7.9007e-08,2.5099e-06,1.1184e-06,0,3.4591e-07,2.0984e-05,6.3896e-07,0,0,0,0,9.6748e-07,1.3533e-05,5.3545e-05,1.1416e-05,0,0.0010741,0.0030764,0.00065804,0.02537,4.9058e-05,0,2.4641e-07,4.1363e-07,0,0,8.63e-07,2.1658e-06,7.1937e-05,2.5646e-07,4.1676e-05,9.9002e-05,0,0,0,9.9151e-06,3.2129e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.8456e-07,0,3.8411e-07,3.6157e-06,0,1.021e-06,0,0,9.8591e-06
0,3.0174e-05,0,0,0.004871,0,0.00067428,0.0055875,0.011397,0.0010667,0,0,0.0013342,2.2783e-05,0,3.3306e-05,0.0012923,6.188e-06,0.0011244,6.0961e-08,0,0,0,0,0,0,0,0,5.7276e-06,0.00087702,0.00040027,1.0924e-05,0,0.00092346,1.8131e-06,0.00033838,0.00016211,5.4423e-07,0,0,0,0,0,0,0,0,0,0,1.4464e-06,0,0,0,0,1.7873e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.6876e-06,2.9798e-06,1.5267e-06,0,0,0,0,4.5955e-07
0.00016881,0.00080105,9.1506e-05,4.5537e-05,0.0019769,0.00067428,0,0.0047498,0.00099124,0.00020871,0,9.7371e-06,0.00014001,6.8159e-06,1.4071e-07,7.3137e-06,0.00014774,1.2875e-06,0.00011814,3.0743e-07,0,0,7.4541e-07,0,0,0,0,0,4.8408e-05,6.0373e-05,5.4435e-06,9.2278e-07,0,0.00017203,0.00095693,0.00051677,0.0026246,8.5375e-06,1.4874e-07,5.1442e-08,9.0808e-08,0,0,3.7711e-06,9.8871e-06,3.5442e-06,1.1148e-06,0.0002129,0.00034628,1.6228e-07,0,0,4.15e-06,1.6719e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.6546e-07,1.5603e-06,4.6886e-06,4.8566e-05,0,5.8435e-07,0,0,1.4246e-05
1.1773e-06,3.0386e-05,3.6517e-05,9.9194e-05,0.0041964,0.0055875,0.0047498,0,0.0035812,0.00080471,0.00016902,0.00038354,0.00339,0.0008471,2.777e-05,7.9761e-06,0.00028939,2.0665e-06,5.4401e-05,0.00027799,0,0,2.0148e-08,0,2.3972e-08,0,0,0,5.3692e-07,3.1568e-05,1.9541e-05,8.6976e-07,0,0.00048,0.004528,0.0015211,0.011575,0.00049722,1.4315e-06,1.6765e-05,2.3453e-06,1.1327e-07,4.1021e-07,1.3161e-05,1.4617e-05,8.846e-06,1.1372e-05,0.00010066,0.0063028,4.9025e-06,2.1768e-05,3.8573e-05,3.082e-05,0.0002228,4.2449e-05,1.9394e-06,8.3007e-08,0,1.9701e-07,0,4.0571e-05,0,0,0,0,0,0,0,0,0,0,0,1.798e-08,0,1.2626e-06,0.00014265,5.1808e-05,0.00012059,5.9264e-06,1.9586e-06,0,0,0.0010389
0,0,0,0,0.0002422,0.011397,0.00099124,0.0035812,0,0.0046817,6.8324e-07,0,6.201e-05,4.2379e-07,0,0.00044228,0.00088295,9.0768e-05,0.0014431,8.5531e-08,0,0,8.7804e-08,0,0,0,0,0,0.00020436,8.3294e-05,0.00023608,4.1548e-06,3.7319e-07,6.6971e-05,9.6642e-05,0.0001214,0.00085616,5.776e-05,0,1.7442e-07,0,0,0,0,0,0,4.6545e-07,0,1.0839e-05,4.6772e-07,0,0,0,4.7492e-06,0,0,0,0,1.7431e-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.1402e-05,1.488e-06,1.7736e-06,0,0,0,0,1.08e-05
0,0,0,0,1.4457e-05,0.0010667,0.00020871,0.00080471,0.0046817,0,0.0025566,0,5.596e-07,0.00035697,0,0.0040535,0.00082951,0.00062483,0.0025466,9.9931e-06,0,0,3.6895e-07,4.6098e-08,2.948e-07,0,0,0,0.00011534,0.00017906,0.00018075,1.5912e-05,0,0.00018749,0.0071184,0.0015556,0.0082481,0.0098587,1.1806e-07,0.00015252,0.00024056,0,0,0,0,0,0,0,0.00028784,2.1932e-07,0.00014106,0.00062569,0,2.0221e-06,3.4239e-05,0,3.6139e-08,0,1.7879e-07,3.8048e-08,2.6619e-06,0,0,0,0,0,0,0,0,0,0,0,0,1.2276e-07,5.2217e-08,4.3194e-05,1.6008e-05,1.2683e-05,5.3485e-06,0,0,0,0.0046189
